influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,normname,URI,normdes,genre/3/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values
,,,,,,,,Children's fiction,,,,,,,American,62745936,1944-04-11,1944-04-11,,http://dbpedia.org/resource/Graham_Salisbury,American children's writer and pop musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Bram_Stoker,,,,,,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Horror_fiction,,,,,,,19887975,1949-09-25,1949-09-25,Hideyuki Kikuchi,http://dbpedia.org/resource/Hideyuki_Kikuchi,Japanese novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/J._R._R._Tolkien,http://dbpedia.org/resource/Jim_Henson,http://dbpedia.org/resource/Susan_Cooper,http://dbpedia.org/resource/Lloyd_Alexander,,,,,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Cassandra_Clare,,,,American,49459154,1971-11-10,1971-11-10,Holly Black,http://dbpedia.org/resource/Holly_Black,American children's fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Agatha_Christie,http://dbpedia.org/resource/Arthur_Conan_Doyle,,,,,,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Surender_Mohan_Pathak,http://dbpedia.org/resource/Ishtiaq_Ahmad,http://dbpedia.org/resource/Safdar_Shaheen,http://dbpedia.org/resource/Mazhar_Kaleem,,75859266,1928-07-26,1928-07-26,Ibn-E-Safi,http://dbpedia.org/resource/Ibn-e-Safi,Pakistani writer,http://dbpedia.org/resource/Crime_fiction,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/M_A_Rahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Agatha_Christie,http://dbpedia.org/resource/Arthur_Conan_Doyle,,,,,,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Surender_Mohan_Pathak,http://dbpedia.org/resource/Ishtiaq_Ahmad,http://dbpedia.org/resource/Safdar_Shaheen,http://dbpedia.org/resource/Mazhar_Kaleem,,75859266,1928-07-26,1928-07-26,Ibn-E-Safi,http://dbpedia.org/resource/Ibn-e-Safi,Pakistani writer,http://dbpedia.org/resource/Crime_fiction,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/M_A_Rahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Agatha_Christie,http://dbpedia.org/resource/Arthur_Conan_Doyle,,,,,,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Surender_Mohan_Pathak,http://dbpedia.org/resource/Ishtiaq_Ahmad,http://dbpedia.org/resource/Safdar_Shaheen,http://dbpedia.org/resource/Mazhar_Kaleem,,75859266,1928-07-26,1928-07-26,Ibn-E-Safi,http://dbpedia.org/resource/Ibn-e-Safi,Pakistani writer,http://dbpedia.org/resource/Crime_fiction,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/M_A_Rahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Raymond_Chandler,http://dbpedia.org/resource/Agatha_Christie,http://dbpedia.org/resource/Arthur_Conan_Doyle,,,,,,http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Surender_Mohan_Pathak,http://dbpedia.org/resource/Ishtiaq_Ahmad,http://dbpedia.org/resource/Safdar_Shaheen,http://dbpedia.org/resource/Mazhar_Kaleem,,75859266,1928-07-26,1928-07-26,Ibn-E-Safi,http://dbpedia.org/resource/Ibn-e-Safi,Pakistani writer,http://dbpedia.org/resource/Crime_fiction,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/M_A_Rahat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Clark_Ashton_Smith,http://dbpedia.org/resource/Michael_Moorcock,,,,,,,http://dbpedia.org/resource/Dark_fantasy,http://dbpedia.org/resource/Horror_fiction,,,,,,American,79545011,1963-01-02,1963-01-02,James Lowder,http://dbpedia.org/resource/James_Lowder,Writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Howard_Carter,http://dbpedia.org/resource/C._S._Lewis,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/H._G._Wells,http://dbpedia.org/resource/Jules_Verne,http://dbpedia.org/resource/L._Frank_Baum,,,http://dbpedia.org/resource/Techno-thriller,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Jeremy_Robinson,,,,American,99034801,1961-08-20,1961-08-20,Jim Czajkowski,http://dbpedia.org/resource/James_Rollins,American writer,http://dbpedia.org/resource/Fantasy,,http://dbpedia.org/resource/Adventure_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Howard_Carter,http://dbpedia.org/resource/C._S._Lewis,http://dbpedia.org/resource/Edgar_Rice_Burroughs,http://dbpedia.org/resource/H._G._Wells,http://dbpedia.org/resource/Jules_Verne,http://dbpedia.org/resource/L._Frank_Baum,,,http://dbpedia.org/resource/Techno-thriller,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Jeremy_Robinson,,,,American,99034801,1961-08-20,1961-08-20,Jim Czajkowski,http://dbpedia.org/resource/James_Rollins,American writer,http://dbpedia.org/resource/Fantasy,,http://dbpedia.org/resource/Adventure_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,United States,2550369,1962,1962,Jane Lindskold,http://dbpedia.org/resource/Jane_Lindskold,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,http://dbpedia.org/resource/United_States,27914763,1956-06-29,1956-06-29,Janet Tashjian,http://dbpedia.org/resource/Janet_Tashjian,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Fiction, Women's fiction",,,,,,,American,24815905,1970-03-28,1970-03-28,Jennifer Weiner,http://dbpedia.org/resource/Jennifer_Weiner,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Children's_literature,,,,,,76594096,1981-12-31,1981-12-31,Joe Craig,http://dbpedia.org/resource/Joe_Craig,British writer and musician,http://dbpedia.org/resource/Adventure_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Spy_fiction,http://dbpedia.org/resource/Children's_literature,,,,,,76594096,1981-12-31,1981-12-31,Joe Craig,http://dbpedia.org/resource/Joe_Craig,British writer and musician,http://dbpedia.org/resource/Adventure_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Fred_Hoyle,http://dbpedia.org/resource/Isaac_Asimov,http://dbpedia.org/resource/Arthur_C._Clarke,,,,,,"Science: Origins of Universe, Astronomy, Cosmology;  Biography, Fiction, Non-fiction",,,,,,,British,108737730,1946-03-19,1946-03-19,John R. Gribbin,http://dbpedia.org/resource/John_Gribbin,British science writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Folklore, Science fiction, Poetry, Humour, Aphorisms, Reference, Quotations, Translations, Armorial bearing, Native studies, Almanac, Maps",,,,,,,http://dbpedia.org/resource/Canadians,91302737,1936-03-24,1936-03-24,John Robert Colombo,http://dbpedia.org/resource/John_Robert_Colombo,Canadian poet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's fiction, drama, and songs",,,,,,,,34605975,1948-09-16,1948-09-16,Julia Donaldson,http://dbpedia.org/resource/Julia_Donaldson,British children's writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, Slipstream",,,,,,,,48584516,1960-09-21,1960-09-21,Kelley Eskridge,http://dbpedia.org/resource/Kelley_Eskridge,American fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Georgette_Heyer,http://dbpedia.org/resource/Eudora_Welty,http://dbpedia.org/resource/Theodore_Sturgeon,http://dbpedia.org/resource/M._R._James,http://dbpedia.org/resource/Carol_Emshwiller,http://dbpedia.org/resource/Angela_Carter,http://dbpedia.org/resource/Joan_Aiken,,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Horror_fiction,,,,,,http://dbpedia.org/resource/United_States,85539103,1969,1969,Kelly Link,http://dbpedia.org/resource/Kelly_Link,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,,43258742,1953-11-21,1953-11-21,"Elizabeth Joy ""Lisa"" Goldstein",http://dbpedia.org/resource/Lisa_Goldstein,American fantasy and science fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Mystery_fiction,,,,,http://dbpedia.org/resource/Sweden,10014828,1962-09-09,1962-09-09,Liza Marklund,http://dbpedia.org/resource/Liza_Marklund,Swedish journalist and detective fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Mystery_fiction,,,,,http://dbpedia.org/resource/Sweden,10014828,1962-09-09,1962-09-09,Liza Marklund,http://dbpedia.org/resource/Liza_Marklund,Swedish journalist and detective fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Mystery_fiction,,,,,http://dbpedia.org/resource/Sweden,10014828,1962-09-09,1962-09-09,Liza Marklund,http://dbpedia.org/resource/Liza_Marklund,Swedish journalist and detective fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Memoir, creative nonfiction, poetry, hip-hop, African-American literature, documentary",,,,,,,African-American,31355796,1982-11-03,1982-11-03,MK Asante,http://dbpedia.org/resource/M._K._Asante,"American writer, filmmaker and academic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,,,,,,,British,938046,1961-07-02,1961-07-02,Mark Billingham,http://dbpedia.org/resource/Mark_Billingham,English actor and writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,American,32179704,1964,1964,Martha Wells,http://dbpedia.org/resource/Martha_Wells,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,,,,,,,,63596536,1940,1940,Mary Turzillo,http://dbpedia.org/resource/Mary_Turzillo,American science fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Roald_Dahl,,,,,,,,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Historical_fantasy,http://dbpedia.org/resource/Horror_fiction,,,,,,50143795,1960-09-07,1960-09-07,Michelle Paver,http://dbpedia.org/resource/Michelle_Paver,English children's fiction writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's literature, young adult literature, fantasy and science fiction",,,,,,,American,79467261,1941-07-09,1941-07-09,Nancy Farmer,http://dbpedia.org/resource/Nancy_Farmer,American children's and speculative fiction writer,,,,,,,,,,,,,,1941-07-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"science fiction, horror",,,,,,,United States,7510274,1953-08-29,1953-08-29,Nancy Holder,http://dbpedia.org/resource/Nancy_Holder,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Dan_J._Marlowe,http://dbpedia.org/resource/Jim_Thompson_(writer),http://dbpedia.org/resource/Ambrose_Bierce,http://dbpedia.org/resource/Joe_R._Lansdale,,,http://dbpedia.org/resource/Literary_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,American,4519562,1958-05-28,1958-05-28,Norman Partridge,http://dbpedia.org/resource/Norman_Partridge,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/Dan_J._Marlowe,http://dbpedia.org/resource/Jim_Thompson_(writer),http://dbpedia.org/resource/Ambrose_Bierce,http://dbpedia.org/resource/Joe_R._Lansdale,,,http://dbpedia.org/resource/Literary_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,American,4519562,1958-05-28,1958-05-28,Norman Partridge,http://dbpedia.org/resource/Norman_Partridge,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Police_procedural,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Detective_fiction,,,,,US,15009937,1941-12-27,1941-12-27,P. T. Deutermann,http://dbpedia.org/resource/P._T._Deutermann,"US naval officer, fiction author",http://dbpedia.org/resource/Thriller_(genre),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Police_procedural,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Detective_fiction,,,,,US,15009937,1941-12-27,1941-12-27,P. T. Deutermann,http://dbpedia.org/resource/P._T._Deutermann,"US naval officer, fiction author",http://dbpedia.org/resource/Thriller_(genre),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Non-fiction, political commentary",,,,,,,Indian,72990197,1957,1957,Palagummi Sainath,http://dbpedia.org/resource/Palagummi_Sainath,Indian journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Child,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,72568906,1966-02-27,1966-02-27,Patrick Carman,http://dbpedia.org/resource/Patrick_Carman,Author,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Child,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,72568906,1966-02-27,1966-02-27,Patrick Carman,http://dbpedia.org/resource/Patrick_Carman,Author,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,,,,,,,,85472074,1945-06-29,1945-06-29,Quintin Jardine,http://dbpedia.org/resource/Quintin_Jardine,Scottish writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Cyberpunk_derivatives,http://dbpedia.org/resource/Science_fiction,,,,,,British,115481708,1956,1956,Richard Calder,http://dbpedia.org/resource/Richard_Calder_(writer),British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, fantasy & horror",,,,,,,Australian,24776823,,,Russell Blackford,http://dbpedia.org/resource/Russell_Blackford,Australian philosopher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Non-fiction, fiction, drama, journalism",,,,,,,Canadian,97717185,1937-06-21,1937-06-21,,http://dbpedia.org/resource/Silver_Donald_Cameron,Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Short_story,,,,,Australian,79180403,1959-05-18,1959-05-18,Sophie Masson,http://dbpedia.org/resource/Sophie_Masson,Australian author,http://dbpedia.org/resource/Fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"science fiction, fantasy, historical novels and horror",,,,,,,http://dbpedia.org/resource/Italy,71403327,1952-06-20,1952-06-20,,http://dbpedia.org/resource/Valerio_Evangelisti,Italian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/P._D._James,http://dbpedia.org/resource/Ruth_Rendell,http://dbpedia.org/resource/H._G._Wells,http://dbpedia.org/resource/Rita_Mae_Brown,,,,,http://dbpedia.org/resource/Mystery_Fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Non-fiction,,,,,,11795513,1939-10-07,1939-10-07,Wentworth M Johnson,http://dbpedia.org/resource/Wentworth_M._Johnson,Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/P._D._James,http://dbpedia.org/resource/Ruth_Rendell,http://dbpedia.org/resource/H._G._Wells,http://dbpedia.org/resource/Rita_Mae_Brown,,,,,http://dbpedia.org/resource/Mystery_Fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Non-fiction,,,,,,11795513,1939-10-07,1939-10-07,Wentworth M Johnson,http://dbpedia.org/resource/Wentworth_M._Johnson,Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,United States,92191211,1945,1945,William C. Dietz,http://dbpedia.org/resource/William_C._Dietz,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,,,,,,,http://dbpedia.org/resource/England,46771767,1905-09-04,1905-09-04,Mary Renault,http://dbpedia.org/resource/Mary_Renault,Novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,United States,97795235,1909-08-26,1909-08-26,H. Chandler Elliott,http://dbpedia.org/resource/H._Chandler_Elliott,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Steampunk,http://dbpedia.org/resource/Urban_fantasy,,,,,,,http://dbpedia.org/resource/Urban_fantasy,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Paranormal_romance,,,,,http://dbpedia.org/resource/United_States,46239152,1976,1976,Lilith Saintcrow,http://dbpedia.org/resource/Lilith_Saintcrow,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Steampunk,http://dbpedia.org/resource/Urban_fantasy,,,,,,,http://dbpedia.org/resource/Urban_fantasy,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Paranormal_romance,,,,,http://dbpedia.org/resource/United_States,80815571,1976,1976,Lilith Saintcrow,http://dbpedia.org/resource/Lilith_Saintcrow,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Liberian folklore, crime, literary fiction",,,,,,,Liberian,118285465,1916-10-12,1916-10-12,Bai T. Moore,http://dbpedia.org/resource/Bai_T._Moore,Liberian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,American,58228448,1939-06-16,1939-06-16,David McDaniel,http://dbpedia.org/resource/David_McDaniel,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Science_fiction,,,,,,http://dbpedia.org/resource/United_Kingdom,22146810,1931-11-05,1931-11-05,Diane Margaret Pearson McClelland,http://dbpedia.org/resource/Diane_Pearson,British editor and novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
