influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,name/0/values,name/1/values,normname,URI,description/0/values,normdes,nationality/0/values,name/2/values,genre/3/values,nationality/1/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,description/1/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,name/3/values,name/4/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values,name/5/values,name/6/values,name/7/values,name/8/values,name/9/values,name/10/values
,,,,,,,,Science fiction,History,,,,,,American,44829545,1914-05-31,1914-05-31,Jay Williams,Michael Delving,Jay Williams,http://dbpedia.org/resource/Jay_Williams_(author),American writer,American writer,American,"Williams, Jay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/The_Winter's_Tale,http://dbpedia.org/resource/The_Lord_of_the_Rings,http://dbpedia.org/resource/Sailing_to_Sarantium,http://dbpedia.org/resource/The_Book_of_Atrix_Wolfe,http://dbpedia.org/resource/Watership_Down,http://dbpedia.org/resource/Gormenghast_(series),,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,,16658463,,,"Overstreet, Jeffrey",Jeffrey Overstreet,Jeffrey Overstreet,http://dbpedia.org/resource/Jeffrey_Overstreet,American film critic,American film critic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Literary_fiction,,,,,,,British,115347872,1960-06-02,1960-06-02,Julie Myerson,"Myerson, Julie",Julie Myerson,http://dbpedia.org/resource/Julie_Myerson,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Barry_Hannah,http://dbpedia.org/resource/Flannery_O'Connor,http://dbpedia.org/resource/William_Faulkner,http://dbpedia.org/resource/Raymond_Carver,http://dbpedia.org/resource/Cormac_McCarthy,http://dbpedia.org/resource/Ellen_Douglas,http://dbpedia.org/resource/Charles_Bukowski,http://dbpedia.org/resource/Harry_Crews,"novel, short story, essay",Prose fiction & non-fiction,,,,,,United States,108691325,1951-07-09,1951-07-09,"Brown, Larry",Larry Brown,Larry Brown,http://dbpedia.org/resource/Larry_Brown_(author),"Novelist, short story writer, essayist, memoirist","Novelist, short story writer, essayist, memoirist",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"fiction, Florida history",,,,,,,http://dbpedia.org/resource/United_States,73859015,1896-08-08,1896-08-08,Marjorie Kinnan Rawlings,"Rawlings, Marjorie Kinnan",Marjorie Kinnan Rawlings,http://dbpedia.org/resource/Marjorie_Kinnan_Rawlings,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,,,,,,,Australian,92714922,1957-04-23,1957-04-23,Michael Pryor,"Pryor, Michael",Michael Pryor,http://dbpedia.org/resource/Michael_Pryor,Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's fiction, wordplay",,,,,,,American,39601304,1929-06-02,1929-06-02,"Juster, Norton",Norton Juster,Norton Juster,http://dbpedia.org/resource/Norton_Juster,"American children's writer, academic, and architect","American children's writer, academic, and architect",American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,,,,,,,http://dbpedia.org/resource/United_Kingdom,30243920,1960-04-20,1960-04-20,Simon Beckett,"Beckett, Simon",Simon Beckett,http://dbpedia.org/resource/Simon_Beckett,British writer,British writer,http://dbpedia.org/resource/United_Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,,48638923,1957,1957,Terri Jentz,"Jentz, Terri",Terri Jentz,http://dbpedia.org/resource/Terri_Jentz,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,sports fiction,,,,,,,Canada,957296,1935-05-25,1935-05-25,"Kinsella, W. P.",W. P. Kinsella,W. P. Kinsella,http://dbpedia.org/resource/W._P._Kinsella,Author,Author,Canada,W.P. Kinsella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Social_commentary,http://dbpedia.org/resource/Non-fiction,,,,,,,121884197,1921-08-31,1921-08-31,Warren Miller,"Miller, Warren",Warren Miller,http://dbpedia.org/resource/Warren_Miller_(author),American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,,98313281,1930-10-22,1930-10-22,"Wright, William",William Wright,William Wright,http://dbpedia.org/resource/William_Wright_(author),American Author of non fiction books,American Author of non fiction books,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Historical fiction, Essay, Poetry",,,,,,,Malian,36944646,1940-08-22,1940-08-22,"Ouologuem, Yambo",Yambo Ouologuem,Yambo Ouologuem,http://dbpedia.org/resource/Yambo_Ouologuem,Malian writer,Malian writer,Malian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"fiction, criticism, journalism",,,,,,,,10985136,1815-08-24,1815-08-24,"Tur, Evgenia",,,http://dbpedia.org/resource/Evgenia_Tur,Russian writer and socialite,Russian writer and socialite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Short story writer, non-fiction",,,,,,,http://dbpedia.org/resource/Ghana,53550357,,,Mohammed Naseehu Ali,"Ali, Mohammed Naseehu",Mohammed Naseehu Ali,http://dbpedia.org/resource/Mohammed_Naseehu_Ali,Ghanaian author,Ghanaian author,http://dbpedia.org/resource/Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Clifton_Fadiman,,,,,,,,"Science fiction, fantasy & horror; reviews and literary criticism",,,,,,,,33278380,1941-07-10,1941-07-10,David G. Hartwell,"Hartwell, David G.",David G. Hartwell,http://dbpedia.org/resource/David_G._Hartwell,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,,35863615,1920-09-25,1920-09-25,Akimitsu Takagi,"Takagi, Akimitsu",Akimitsu Takagi,http://dbpedia.org/resource/Akimitsu_Takagi,Japanese writer,Japanese writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,,35863615,1920-09-25,1920-09-25,Akimitsu Takagi,"Takagi, Akimitsu",Akimitsu Takagi,http://dbpedia.org/resource/Akimitsu_Takagi,Japanese writer,Japanese writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Fiction, non-fiction",,,,,,,American,85447687,1946,1946,Anita Shreve,"Shreve, Anita",Anita Shreve,http://dbpedia.org/resource/Anita_Shreve,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Crime fiction,,,,,,,Norwegian,14845588,1925-01-08,1925-01-08,"Rogstad, Anker",,,http://dbpedia.org/resource/Anker_Rogstad,Norwegian writer,Norwegian writer,Norwegian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Journalism,http://dbpedia.org/resource/Biography,,,,,Scottish,86348284,1865-01-01,1865-01-01,"Maclachlan, Thomas Banks",Thomas Banks Maclachlan,Thomas Banks Maclachlan,http://dbpedia.org/resource/Thomas_Banks_Maclachlan,British writer,British writer,Scottish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Philosophy_and_literature,http://dbpedia.org/resource/Inspirational_fiction,http://dbpedia.org/resource/Non-fiction,,,,,British,38159288,1849-04-21,1849-04-21,William Francis Barry,"Barry, William Francis",William Francis Barry,http://dbpedia.org/resource/William_Francis_Barry,"English Catholic priest, novelist, teacher, theologian and lecturer","English Catholic priest, novelist, teacher, theologian and lecturer",British,,http://dbpedia.org/resource/Social_commentary,,,http://dbpedia.org/resource/Essay,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Satire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Philosophy_and_literature,http://dbpedia.org/resource/Inspirational_fiction,http://dbpedia.org/resource/Non-fiction,,,,,British,38159288,1849-04-21,1849-04-21,William Francis Barry,"Barry, William Francis",William Francis Barry,http://dbpedia.org/resource/William_Francis_Barry,"English Catholic priest, novelist, teacher, theologian and lecturer","English Catholic priest, novelist, teacher, theologian and lecturer",British,,http://dbpedia.org/resource/Social_commentary,,,http://dbpedia.org/resource/Essay,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Satire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Romance, poetry, non-fiction",,,,,,,http://dbpedia.org/resource/New_Zealand,85569873,1939,1939,Daphne Clair de Jong,"Clair, Daphne",Daphne Clair de Jong,http://dbpedia.org/resource/Daphne_Clair,New Zealand writer and activist,New Zealand writer and activist,http://dbpedia.org/resource/New_Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Western_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,United States,11879749,1901-05-22,1901-05-22,Ed Earl Repp,"Repp, Ed Earl",Ed Earl Repp,http://dbpedia.org/resource/Ed_Earl_Repp,American writer,American writer,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Western_fiction,http://dbpedia.org/resource/Science_fiction,,,,,,United States,11879749,1901-05-22,1901-05-22,Ed Earl Repp,"Repp, Ed Earl",Ed Earl Repp,http://dbpedia.org/resource/Ed_Earl_Repp,American writer,American writer,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Fiction, non-fiction",,,,,,,American,97745717,1924-08-17,1924-08-17,"Connell, Evan S.",Evan S. Connell,Evan S. Connell,http://dbpedia.org/resource/Evan_S._Connell,"Novelist, short story writer, poet, essayist","Novelist, short story writer, poet, essayist",American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,science fiction,,,,,,,,18911245,1948,1948,F. Gwynplaine MacIntyre,"Macintyre, F. Gwynplaine",F. Gwynplaine MacIntyre,http://dbpedia.org/resource/F._Gwynplaine_MacIntyre,British writer,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,http://dbpedia.org/resource/Canadians,78210715,1964-10-13,1964-10-13,Gad Saad,"Saad, Gad",Gad Saad,http://dbpedia.org/resource/Gad_Saad,Canadian psychologist,Canadian psychologist,http://dbpedia.org/resource/Canadians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,http://dbpedia.org/resource/United_Kingdom,51224714,,,Jaine Fenn,"Fenn, Jaine",Jaine Fenn,http://dbpedia.org/resource/Jaine_Fenn,British writer,British writer,http://dbpedia.org/resource/United_Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,http://dbpedia.org/resource/Peter_Drucker,,,,http://dbpedia.org/resource/United_States,34641588,1868-09-03,1868-09-03,Mary Parker Follett,"Follett, Mary Parker",Mary Parker Follett,http://dbpedia.org/resource/Mary_Parker_Follett,American academic,American academic,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Fiction, non-fiction, poetry, children's literature",,,,,,,"Belgian, American",64013927,1912-05-03,1912-05-03,May Sarton,"Sarton, May",May Sarton,http://dbpedia.org/resource/May_Sarton,Belgian writer,Belgian writer,"Belgian, American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Fantasy,,,,,http://dbpedia.org/resource/England,100327936,1907-04-25,1907-04-25,"Harrison, Michael",Michael Harrison,Michael Harrison,http://dbpedia.org/resource/Michael_Harrison_(writer),British writer,British writer,http://dbpedia.org/resource/England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Detective_fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Fantasy,,,,,http://dbpedia.org/resource/England,100327936,1907-04-25,1907-04-25,"Harrison, Michael",Michael Harrison,Michael Harrison,http://dbpedia.org/resource/Michael_Harrison_(writer),British writer,British writer,http://dbpedia.org/resource/England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Children's science fiction,,,,,,,,62084358,1923-10-14,1923-10-14,"Fisk, Nicholas",Nicholas Fisk,Nicholas Fisk,http://dbpedia.org/resource/Nicholas_Fisk,Author,Author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's and young-adult novels, historical fiction",,,,,,,American,20492795,1938-03-03,1938-03-03,"Maclachlan, Patricia",Patricia MacLachlan,Patricia MacLachlan,http://dbpedia.org/resource/Patricia_MacLachlan,American children's writer,American children's writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Literature, Young-adult fiction, Children's literature",,,,,,,http://dbpedia.org/resource/Sweden,90720389,1940-12-05,1940-12-05,Peter Pohl,"Pohl, Peter",Peter Pohl,http://dbpedia.org/resource/Peter_Pohl,Swedish writer,Swedish writer,http://dbpedia.org/resource/Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,32105209,1945,1945,Pierre Ouellette,"Ouellette, Pierre",Pierre Ouellette,http://dbpedia.org/resource/Pierre_Ouellette,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Hypertext_fiction,,,,,http://dbpedia.org/resource/United_States,118371730,1947-12-09,1947-12-09,Sarah Smith,Sarah Winthrop Rishworth Smith,Sarah Smith,http://dbpedia.org/resource/Sarah_Smith_(writer),American writer,American writer,http://dbpedia.org/resource/United_States,"Smith, Sarah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Hypertext_fiction,,,,,http://dbpedia.org/resource/United_States,118371730,1947-12-09,1947-12-09,Sarah Smith,Sarah Winthrop Rishworth Smith,Sarah Smith,http://dbpedia.org/resource/Sarah_Smith_(writer),American writer,American writer,http://dbpedia.org/resource/United_States,"Smith, Sarah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Hypertext_fiction,,,,,http://dbpedia.org/resource/United_States,118371730,1947-12-09,1947-12-09,Sarah Smith,Sarah Winthrop Rishworth Smith,Sarah Smith,http://dbpedia.org/resource/Sarah_Smith_(writer),American writer,American writer,http://dbpedia.org/resource/United_States,"Smith, Sarah",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Thriller_(genre),,,,,American,31355000,1947,1947,Stephen Mertz,"Mertz, Stephen",Stephen Mertz,http://dbpedia.org/resource/Stephen_Mertz,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Adventure_fiction,http://dbpedia.org/resource/Thriller_(genre),,,,,American,31355000,1947,1947,Stephen Mertz,"Mertz, Stephen",Stephen Mertz,http://dbpedia.org/resource/Stephen_Mertz,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Milton_A._Rothman,,,,,,,,"Science fiction , popular science",,,,,,,,50615581,1953,1953,Tony Rothman,"Rothman, Tony",Tony Rothman,http://dbpedia.org/resource/Tony_Rothman,American writer,American writer,,,,,,,,,,,,,,,,,,1953-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Translation,http://dbpedia.org/resource/Fiction,,,,,United States,74937068,1928-02-05,1928-02-05,"Keeley, Edmund",Edmund Keeley,Edmund Keeley,http://dbpedia.org/resource/Edmund_Keeley,American writer,American writer,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Comedy, drama, historical fiction",,,http://dbpedia.org/resource/Oliver_Stone,http://dbpedia.org/resource/James_Ellroy,,,British,22349537,1963-04-10,1963-04-10,"Morgan, Peter",Peter Morgan,Peter Morgan,http://dbpedia.org/resource/Peter_Morgan,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,http://dbpedia.org/resource/England,19269599,1951-05-07,1951-05-07,Alan Burridge,"Burridge, Alan",Alan Burridge,http://dbpedia.org/resource/Alan_Burridge_(writer),British writer,British writer,http://dbpedia.org/resource/England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,http://dbpedia.org/resource/England,19269599,1951-05-07,1951-05-07,Alan Burridge,"Burridge, Alan",Alan Burridge,http://dbpedia.org/resource/Alan_Burridge_(writer),British writer,British writer,http://dbpedia.org/resource/England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Detective_fiction,,,,,,,American,60991395,1980,1980,Charles Finch,"Finch, Charles",Charles Finch,http://dbpedia.org/resource/Charles_Finch,Novelist,Novelist,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,http://dbpedia.org/resource/Canadians,92094630,1919-12-03,1919-12-03,"Lynch, Charles",Charles Burchill Lynch,Charles Burchill Lynch,http://dbpedia.org/resource/Charles_Lynch_(journalist),Canadian journalist and writer,Canadian journalist and writer,http://dbpedia.org/resource/Canadians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Contemporary, Historical fiction",,,,,,,English,71050944,1965,1965,Christopher Hart,"Hart, Christopher",Christopher Hart,http://dbpedia.org/resource/Christopher_Hart_(novelist),British writer,British writer,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,and novels,Nonfiction,,,,,,,37752549,1942-12-09,1942-12-09,Joe McGinniss,"McGinniss, Sr., Joseph",Joe McGinniss,http://dbpedia.org/resource/Joe_McGinniss,American author and journalist,American author and journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Biography, fiction, non-fiction",,,,,,,,62159130,1935-12-25,1935-12-25,John Bryson,"Bryson, John",John Bryson,http://dbpedia.org/resource/John_Bryson_(author),Australian author,Australian author,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
