influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,name/0/values,name/1/values,normname,URI,description/0/values,normdes,nationality/0/values,name/2/values,genre/3/values,nationality/1/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,description/1/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,name/3/values,name/4/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values,name/5/values,name/6/values,name/7/values,name/8/values,name/9/values,name/10/values
http://dbpedia.org/resource/David_Brin,http://dbpedia.org/resource/Clive_Barker,http://dbpedia.org/resource/Dan_Simmons,http://dbpedia.org/resource/Donald_E._Westlake,http://dbpedia.org/resource/Jeffery_Deaver,http://dbpedia.org/resource/Robert_B._Parker,http://dbpedia.org/resource/John_Sandford_(novelist),http://dbpedia.org/resource/Martin_Cruz_Smith,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,http://dbpedia.org/resource/United_States,120547122,1969-03-11,1969-03-11,"Sunseri, John",John Sunseri,John Sunseri,http://dbpedia.org/resource/John_Sunseri,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/David_Brin,http://dbpedia.org/resource/Clive_Barker,http://dbpedia.org/resource/Dan_Simmons,http://dbpedia.org/resource/Donald_E._Westlake,http://dbpedia.org/resource/Jeffery_Deaver,http://dbpedia.org/resource/Robert_B._Parker,http://dbpedia.org/resource/John_Sandford_(novelist),http://dbpedia.org/resource/Martin_Cruz_Smith,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,http://dbpedia.org/resource/United_States,120547122,1969-03-11,1969-03-11,"Sunseri, John",John Sunseri,John Sunseri,http://dbpedia.org/resource/John_Sunseri,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,http://dbpedia.org/resource/United_States,61081460,1931,1931,Joseph Green,"Green, Joseph L.",Joseph Green,http://dbpedia.org/resource/Joseph_L._Green,American author,American author,http://dbpedia.org/resource/United_States,Joseph Lee Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,,,,,,,,19522660,,,Kathryn Casey,"Casey, Kathryn",Kathryn Casey,http://dbpedia.org/resource/Kathryn_Casey,"True crime writer, novelist and journalist","True crime writer, novelist and journalist",,,,,,,,,,,,,,,,,"True crimewriter, novelist and journalist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,American,119639826,1974-03-11,1974-03-11,"Brian, Kate",,,http://dbpedia.org/resource/Kieran_Scott,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Fantasy,,,,,British,36202944,,,"Holliday, Liz",Liz Holliday,Liz Holliday,http://dbpedia.org/resource/Liz_Holliday,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Fantasy,,,,,British,36202944,,,"Holliday, Liz",Liz Holliday,Liz Holliday,http://dbpedia.org/resource/Liz_Holliday,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ray_Bradbury,http://dbpedia.org/resource/Dorothy_L._Sayers,http://dbpedia.org/resource/C._S._Lewis,http://dbpedia.org/resource/Muriel_Spark,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Fantasy,,,,,,,106765108,1968-05-22,1968-05-22,"Lord, Karen",,,http://dbpedia.org/resource/Karen_Lord,Barbadian novelist and sociologist of religion,Barbadian novelist and sociologist of religion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"science fiction, fantasy, historical, romance",,,,,,,American,100386922,1947-11-07,1947-11-07,"Ball, Margaret",Margaret Ball,Margaret Ball,http://dbpedia.org/resource/Margaret_Ball_(writer),science fiction and fantasy author,science fiction and fantasy author,American,Margaret Elizabeth Ball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Non-fiction,,,,,,American,19925894,,,Marie Brennan,"Brennan, Marie",Marie Brennan,http://dbpedia.org/resource/Marie_Brennan,American fantasy author,American fantasy author,American,,,,,,,,,,,,,,,,Americanfantasyauthor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,,,,,,,,47089142,1980-08-11,1980-08-11,Michelle Moran,"Moran, Michelle",Michelle Moran,http://dbpedia.org/resource/Michelle_Moran,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Essays, News, Non-fiction",,,,,,,,118493759,1947-09-10,1947-09-10,Rex Weyler,"Weyler, Rex",Rex Weyler,http://dbpedia.org/resource/Rex_Weyler,"American / Canadian author, journalist and ecologist","American / Canadian author, journalist and ecologist",,,,,,,,,,,,,,,,,"American / Canadianauthor,journalistandecologist",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, fantasy",,,,,,,American,93026927,1949,1949,Rhondi A. Vilott Salsitz,Rhondi Ann Salsitz,Rhondi A. Vilott Salsitz,http://dbpedia.org/resource/Rhondi_A._Vilott_Salsitz,American writer,American writer,American,"Salsitz, Rhondi A. V.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_fiction,,,http://dbpedia.org/resource/James_Aitcheson,,,,http://dbpedia.org/resource/England,85815968,1975,1975,Robyn Young,"Young, Robyn",Robyn Young,http://dbpedia.org/resource/Robyn_Young,English writer,English writer,http://dbpedia.org/resource/England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Gothic_fiction,,,,,,British,94857232,1906-08-10,1906-08-10,Margaret Kathleen Avern Maddocks,"Maddocks, Margaret",Margaret Kathleen Avern Maddocks,http://dbpedia.org/resource/Margaret_Maddocks,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,fiction,,,,,,,English,34688144,1948,1948,Salley Vickers,"Vickers, Salley",Salley Vickers,http://dbpedia.org/resource/Salley_Vickers,British writer,British writer,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,,,,,,,http://dbpedia.org/resource/United_States,9251090,,,Sarah Monette,"Monette, Sarah",Sarah Monette,http://dbpedia.org/resource/Sarah_Monette,American fiction writer,American fiction writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Dorothy_L._Sayers,,,,,,,,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Crime_fiction,,,,,,Swedish,54441441,1954-08-15,1954-08-15,"Larsson, Stieg",Stieg Larsson,Stieg Larsson,http://dbpedia.org/resource/Stieg_Larsson,Swedish writer and journalist,Swedish writer and journalist,Swedish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/R._D._Wingfield,http://dbpedia.org/resource/Mark_Billingham,http://dbpedia.org/resource/Ian_Rankin,http://dbpedia.org/resource/Val_McDermid,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,http://dbpedia.org/resource/Scotland,79211592,1969,1969,Stuart MacBride,"Macbride, Stuart",Stuart MacBride,http://dbpedia.org/resource/Stuart_MacBride,Novelist,Novelist,http://dbpedia.org/resource/Scotland,,,,,,,,,,,,,,,,,1969-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/R._D._Wingfield,http://dbpedia.org/resource/Mark_Billingham,http://dbpedia.org/resource/Ian_Rankin,http://dbpedia.org/resource/Val_McDermid,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Crime_fiction,,,,,,http://dbpedia.org/resource/Scotland,79211592,1969,1969,Stuart MacBride,"Macbride, Stuart",Stuart MacBride,http://dbpedia.org/resource/Stuart_MacBride,Novelist,Novelist,http://dbpedia.org/resource/Scotland,,,,,,,,,,,,,,,,,1969-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Fantasy, Science-fiction, Non-fiction",,,,,,,Canadian,48061525,1941-02-07,1941-02-07,Crawford Kilian,"Kilian, Crawford",Crawford Kilian,http://dbpedia.org/resource/Crawford_Kilian,Canadian writer,Canadian writer,Canadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,,,,,,,American,7533227,1945-09-19,1945-09-19,Nancy Pickard,"Pickard, Nancy",Nancy Pickard,http://dbpedia.org/resource/Nancy_Pickard,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,United States,166260904,1956-09-04,1956-09-04,Tom Kratman,"Kratman, Tom",Tom Kratman,http://dbpedia.org/resource/Tom_Kratman,American writer,American writer,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Novel,http://dbpedia.org/resource/Non-fiction,,,,,,,111843547,1934-08-09,1934-08-09,"Gibson, Graeme",Graeme Gibson,Graeme Gibson,http://dbpedia.org/resource/Graeme_Gibson,Canadian writer,Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/George_MacDonald,,,,,,,,"Essays, poetry, Christian fiction, science fiction",,,http://dbpedia.org/resource/Emily_Dreskin,,,,American,76391491,1918-11-29,1918-11-29,Charles Wadsworth Camp,"L'Engle, Madeleine",Charles Wadsworth Camp,http://dbpedia.org/resource/Madeleine_L'Engle,"American novelist, children's writer","American novelist, children's writer",American,Madeleine  L'Engle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,,,,,,,,22170692,1936-04-03,1936-04-03,"Hill, Reginald",Reginald Hill,Reginald Hill,http://dbpedia.org/resource/Reginald_Hill,British writer,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,http://dbpedia.org/resource/Children's_literature,,,,,,,15479878,1967-04-22,1967-04-22,Wendy Mass,"Mass, Wendy",Wendy Mass,http://dbpedia.org/resource/Wendy_Mass,American children's writer,American children's writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Poetry,http://dbpedia.org/resource/Verse_drama_and_dramatic_verse,,,,,Scottish,115763655,1907,1907,"McLellan, Robert",Robert McLellan,Robert McLellan,http://dbpedia.org/resource/Robert_McLellan,British writer,British writer,Scottish,,http://dbpedia.org/resource/Radio_drama,,,http://dbpedia.org/resource/Short_story,http://dbpedia.org/resource/Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,,,,,,,Australian,163573952,,,Susan Parisi,"Parisi, Susan",Susan Parisi,http://dbpedia.org/resource/Susan_Parisi,Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,non-fiction,,,,,,,American,3293827,1955-06-12,1955-06-12,"Langewiesche, William",William Langewiesche,William Langewiesche,http://dbpedia.org/resource/William_Langewiesche,American journalist,American journalist,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/E._E._Smith,http://dbpedia.org/resource/A._Merritt,http://dbpedia.org/resource/H._G._Wells,http://dbpedia.org/resource/Stanley_G._Weinbaum,http://dbpedia.org/resource/Miles_J._Breuer,,,,http://dbpedia.org/resource/Science_fiction,,,http://dbpedia.org/resource/Frederik_Pohl,http://dbpedia.org/resource/Isaac_Asimov,http://dbpedia.org/resource/Ray_Bradbury,,American,61553852,1908-04-29,1908-04-29,"Williamson, Jack",Jack Williamson,Jack Williamson,http://dbpedia.org/resource/Jack_Williamson,American science fiction writer,American science fiction writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,,84170355,1923-01-21,1923-01-21,Judith Merril,"Merril, Judith",Judith Merril,http://dbpedia.org/resource/Judith_Merril,American science fiction writer and editor,American science fiction writer and editor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, crime fiction",,,,,,,American,57670181,1923-04-23,1923-04-23,Avram Davidson,"Davidson, Avram",Avram Davidson,http://dbpedia.org/resource/Avram_Davidson,"Novelist, short story writer","Novelist, short story writer",American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/History,http://dbpedia.org/resource/Historical_fiction,,,,,,Canadian,73868896,,,"Johnston, Andrew John Bayly",,,http://dbpedia.org/resource/A._J._B._Johnston,Canadian historian,Canadian historian,Canadian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Non-fiction,,,,,,,,61552226,1921-03-13,1921-03-13,"Sereny, Gitta",,,http://dbpedia.org/resource/Gitta_Sereny,Hungarian writer,Hungarian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,Australian,41907871,1950-09-27,1950-09-27,John Marsden,"Marsden, John",John Marsden,http://dbpedia.org/resource/John_Marsden_(writer),Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_romance,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Crime_fiction,,,,,http://dbpedia.org/resource/British_people,36159330,1947,1947,Jim Williams,"Williams, Jim",Jim Williams,http://dbpedia.org/resource/Jim_Williams_(author),English writer,English writer,http://dbpedia.org/resource/British_people,,http://dbpedia.org/resource/Thriller_(genre),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Historical_romance,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Crime_fiction,,,,,http://dbpedia.org/resource/British_people,36159330,1947,1947,Jim Williams,"Williams, Jim",Jim Williams,http://dbpedia.org/resource/Jim_Williams_(author),English writer,English writer,http://dbpedia.org/resource/British_people,,http://dbpedia.org/resource/Thriller_(genre),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, fantasy",,,,,,,Australian,84509064,1964,1964,Jonathan Strahan,"Strahan, Jonathan",Jonathan Strahan,http://dbpedia.org/resource/Jonathan_Strahan,Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,,,,,,,Australian,56338469,1942-07-06,1942-07-06,Patricia Bernard,"Bernard, Patricia",Patricia Bernard,http://dbpedia.org/resource/Patricia_Bernard,Australian writer,Australian writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Novels, mystery fiction, speculative fiction",,,,,,,American,85909752,1913-07-27,1913-07-27,W. Scott Corbett,"Corbett, Scott",W. Scott Corbett,http://dbpedia.org/resource/Scott_Corbett,American children's writer,American children's writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Novel fiction,,,,,,,,98257504,1944-12-07,1944-12-07,James Thackara,"Thackara, James",James Thackara,http://dbpedia.org/resource/James_Thackara,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/William_T._Vollmann,http://dbpedia.org/resource/Ernest_Hemingway,http://dbpedia.org/resource/Harlan_Ellison,http://dbpedia.org/resource/Raymond_Carver,http://dbpedia.org/resource/Gordon_Lish,http://dbpedia.org/resource/Barry_N._Malzberg,http://dbpedia.org/resource/Sharon_Olds,http://dbpedia.org/resource/Joyce_Carol_Oates,http://dbpedia.org/resource/Genre_fiction,http://dbpedia.org/resource/Literary_fiction,,,,,,http://dbpedia.org/resource/United_States,265985,1966-07-12,1966-07-12,"Hemmingson, Michael",Michael Hemmingson,Michael Hemmingson,http://dbpedia.org/resource/Michael_Hemmingson,American anthropologist and writer,American anthropologist and writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/William_T._Vollmann,http://dbpedia.org/resource/Ernest_Hemingway,http://dbpedia.org/resource/Harlan_Ellison,http://dbpedia.org/resource/Raymond_Carver,http://dbpedia.org/resource/Gordon_Lish,http://dbpedia.org/resource/Barry_N._Malzberg,http://dbpedia.org/resource/Sharon_Olds,http://dbpedia.org/resource/Joyce_Carol_Oates,http://dbpedia.org/resource/Genre_fiction,http://dbpedia.org/resource/Literary_fiction,,,,,,http://dbpedia.org/resource/United_States,265985,1966-07-12,1966-07-12,"Hemmingson, Michael",Michael Hemmingson,Michael Hemmingson,http://dbpedia.org/resource/Michael_Hemmingson,American anthropologist and writer,American anthropologist and writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Erotic_literature,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Portal:Speculative_fiction,,,,,,100656314,1967,1967,"White, Skyler",Skyler White,Skyler White,http://dbpedia.org/resource/Skyler_White_(writer),American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Urban_fiction,,,,,,,,36320641,,,Wahida Clark,"Clark, Wahida",Wahida Clark,http://dbpedia.org/resource/Wahida_Clark,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Fiction, non-fiction, satire",,,,,,,,44300211,1915-04-09,1915-04-09,Leonard Wibberley,"Wibberley, Leonard",Leonard Wibberley,http://dbpedia.org/resource/Leonard_Wibberley,Irish novelist,Irish novelist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Young-adult_fiction,,,,,,,,28452353,1892-12-11,1892-12-11,"Adams, Harriet",Harriet Adams,Harriet Adams,http://dbpedia.org/resource/Harriet_Adams,American mystery writer,American mystery writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, Horror",,,,,,,USA,29680155,1951-07-26,1951-07-26,John Steakley,"Steakley, John",John Steakley,http://dbpedia.org/resource/John_Steakley,American writer,American writer,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Science fiction, Fantasy, historical fiction, thriller",,,,,,,,95296255,1935-09-20,1935-09-20,Keith Roberts,"Roberts, Keith",Keith Roberts,http://dbpedia.org/resource/Keith_Roberts,British writer and artist,British writer and artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,,118825443,1917-11-01,1917-11-01,"Henderson, Zenna",Zenna Henderson,Zenna Henderson,http://dbpedia.org/resource/Zenna_Henderson,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
